"UNIQ","FSAE","Agro-Economie",1,1,"Biologie générale","BIO 100"
"UNIQ","FSAE","Agro-Economie",1,1,"Chimie générale et inorganique","CHM 100"
"UNIQ","FSAE","Agro-Economie",1,1,"Introduction à l'Agriculture","PTC 100"
"UNIQ","FSAE","Agro-Economie",1,1,"Introduction aux sciences de l'environement","ENV 101"
"UNIQ","FSAE","Agro-Economie",1,1,"Mathématiques pour gestionnaires","MAT 110"
"UNIQ","FSAE","Agro-Economie",1,1,"Techniques d'expression francaise","FGB 102"
"UNIQ","FSAE","Agro-Economie",1,1,"Zoologie générale","BIO 101"
"UNIQ","FSAE","Agro-Economie",1,2,"Anglais intermédiaire","LAN 101"
"UNIQ","FSAE","Agro-Economie",1,2,"Biophysique","PHY 112"
"UNIQ","FSAE","Agro-Economie",1,2,"Botanique générale","BIO 102"
"UNIQ","FSAE","Agro-Economie",1,2,"Chimie organique","CHM 110"
"UNIQ","FSAE","Agro-Economie",1,2,"Géologie I","GTC 101"
"UNIQ","FSAE","Agro-Economie",1,2,"Statistisques I","MAT 141"
"UNIQ","FSAE","Agro-Economie",1,2,"Travaux pratiques agricoles I","PTC 150"
"UNIQ","FSAE","Agro-Economie",2,1,"Cartographie générale","TOP 211"
"UNIQ","FSAE","Agro-Economie",2,1,"Micro-Economie I","ECO 110"
"UNIQ","FSAE","Agro-Economie",2,1,"Principe d'Ecologie","BIO 110"
"UNIQ","FSAE","Agro-Economie",2,1,"Probabilités et Inférences Statistiques","MAT 244"
"UNIQ","FSAE","Agro-Economie",2,1,"Sciences du sol I","SSL 100"
"UNIQ","FSAE","Agro-Economie",2,1,"Sociologie générale","FGB 110"
"UNIQ","FSAE","Agro-Economie",2,1,"Travaux pratiques agricoles II","PTC 151"
"UNIQ","FSAE","Agro-Economie",2,2,"Biochimie Générale","CHM 119"
"UNIQ","FSAE","Agro-Economie",2,2,"Economie Rurale","DER 120"
"UNIQ","FSAE","Agro-Economie",2,2,"Entomologie générale ","BIO 140"
"UNIQ","FSAE","Agro-Economie",2,2,"Fertilite et Fertilisation des Sols","SSL 110"
"UNIQ","FSAE","Agro-Economie",2,2,"Introduction à l'Informatique","INF 101"
"UNIQ","FSAE","Agro-Economie",2,2,"Microbiologie Générale","BIO 130"
"UNIQ","FSAE","Agro-Economie",3,1,"Agroclimatologie","PTC 110"
"UNIQ","FSAE","Agro-Economie",3,1,"Introduction à la Génétique","BIO 123"
"UNIQ","FSAE","Agro-Economie",3,1,"Méthodologie Générale","FGB 103"
"UNIQ","FSAE","Agro-Economie",3,1,"Principes d'Anatomie et de Physiologie Animales","ZOO 121"
"UNIQ","FSAE","Agro-Economie",3,1,"Principes de Zootechnie","ZOO 140"
"UNIQ","FSAE","Agro-Economie",3,1,"Techniques d'expression créole","FGB 101"
"UNIQ","FSAE","Agro-Economie",3,2,"Fonctions des Exploitations Agricoles","PTC 154"
"UNIQ","FSAE","Agro-Economie",3,2,"Géographie Economique","ECO 103"
"UNIQ","FSAE","Agro-Economie",3,2,"Hydrologie Générale","HYD 201"
"UNIQ","FSAE","Agro-Economie",3,2,"Physiologie Végétale","PTC 130"
"UNIQ","FSAE","Agro-Economie",3,2,"Principes d'Agronomie","PTC 140"
"UNIQ","FSAE","Agro-Economie",3,2,"Principes de Gestion","ADM 111"
"UNIQ","FSAE","Agro-Economie",3,2,"Sociologie Rurale","DER 110"
"UNIQ","FSAE","Agro-Economie",4,1,"Algèbre Linéaire","MAT 101"
"UNIQ","FSAE","Agro-Economie",4,1,"Commercialisation des Produits Agricoles","DER 230"
"UNIQ","FSAE","Agro-Economie",4,1,"Comptabilité Générale I","COM 110"
"UNIQ","FSAE","Agro-Economie",4,1,"Economie des Ressources Naturelles","ENV 244"
"UNIQ","FSAE","Agro-Economie",4,1,"Gestion des Exploitations Agricoles","DER 221"
"UNIQ","FSAE","Agro-Economie",4,1,"Macro-économie","ECO 111"
"UNIQ","FSAE","Agro-Economie",4,2,"Droit de l'Environnement","ENV 222"
"UNIQ","FSAE","Agro-Economie",4,2,"Econométrie I","ECO 226"
"UNIQ","FSAE","Agro-Economie",4,2,"Introduction à la Finance","ADM 115"
"UNIQ","FSAE","Agro-Economie",4,2,"Micro-économie II","ECO 120"
"UNIQ","FSAE","Agro-Economie",4,2,"Séminaire Plan et Projet","PAE 291"
"UNIQ","FSAE","Agro-Economie",5,1,"Agriculture de Montagne","PTC 200"
"UNIQ","FSAE","Agro-Economie",5,1,"Agriculture et Développement Economique","DER 240"
"UNIQ","FSAE","Agro-Economie",5,1,"Crédit Rural","DER 252"
"UNIQ","FSAE","Agro-Economie",5,1,"Gestion de Projet","ADM 236"
"UNIQ","FSAE","Agro-Economie",5,1,"Politique Agricole","DER 241"
"UNIQ","FSAE","Agro-Economie",5,1,"Séminaire Transfert Technologies","DER 231"
"UNIQ","FSAE","Agro-Economie",5,2,"Analyse Economique de Projet","ECO 240"
"UNIQ","FSAE","Agro-Economie",5,2,"Economie de l'Entreprise Coopérative","ECO 254"
"UNIQ","FSAE","Agro-Economie",5,2,"Economie du Développement","ECO 232"
"UNIQ","FSAE","Agro-Economie",5,2,"Projet de Fin d'Etudes","SAE 299"
"UNIQ","FSAE","Agro-Environnement",1,1,"Biologie Générale","BIO 100"
"UNIQ","FSAE","Agro-Environnement",1,1,"Calcul pour Gestionnaires","MAT 110"
"UNIQ","FSAE","Agro-Environnement",1,1,"Chimie Générale et Inorganique","CHM 100"
"UNIQ","FSAE","Agro-Environnement",1,1,"Introduction à l'Agriculture","PTC 100"
"UNIQ","FSAE","Agro-Environnement",1,1,"Introduction aux Sciences de l'Environnement","ENV 101"
"UNIQ","FSAE","Agro-Environnement",1,1,"Techniques d' Expression Française","FGB 102"
"UNIQ","FSAE","Agro-Environnement",1,1,"Zoologie Générale","BIO 101"
"UNIQ","FSAE","Agro-Environnement",1,2,"Algèbre générale","MAT 100"
"UNIQ","FSAE","Agro-Environnement",1,2,"Anglais Intermédiaire","LAN 101"
"UNIQ","FSAE","Agro-Environnement",1,2,"Biophysique","PHY 112"
"UNIQ","FSAE","Agro-Environnement",1,2,"Botanique Générale","BIO 102"
"UNIQ","FSAE","Agro-Environnement",1,2,"Chimie organique","CHM 110"
"UNIQ","FSAE","Agro-Environnement",1,2,"Géologie I","GTC 101"
"UNIQ","FSAE","Agro-Environnement",1,2,"Travaux pratiques agricoles I","PTC 150"
"UNIQ","FSAE","Agro-Environnement",2,1,"Cartographie Générale","TOP 211"
"UNIQ","FSAE","Agro-Environnement",2,1,"Micro-economie I","ECO 110"
"UNIQ","FSAE","Agro-Environnement",2,1,"Principes d'Ecologie","BIO 110"
"UNIQ","FSAE","Agro-Environnement",2,1,"Sciences du Sol I","SSL 100"
"UNIQ","FSAE","Agro-Environnement",2,1,"Sociologie Générale","FGB 110"
"UNIQ","FSAE","Agro-Environnement",2,1,"Statistique I","MAT 140"
"UNIQ","FSAE","Agro-Environnement",2,1,"Travaux pratiques agricoles II","PTC 151"
"UNIQ","FSAE","Agro-Environnement",2,2,"Biochimie Générale","CHM 119"
"UNIQ","FSAE","Agro-Environnement",2,2,"Economie Rurale","DER 120"
"UNIQ","FSAE","Agro-Environnement",2,2,"Entomologie Générale","BIO 140"
"UNIQ","FSAE","Agro-Environnement",2,2,"Fertilité et Fertilisation des Sols","SSL 110"
"UNIQ","FSAE","Agro-Environnement",2,2,"Introduction à l'Informatique","INF 101"
"UNIQ","FSAE","Agro-Environnement",2,2,"Microbiologie Générale","BIO 130"
"UNIQ","FSAE","Agro-Environnement",2,2,"Probabilite et Inference Statistique","MAT 244"
"UNIQ","FSAE","Agro-Environnement",3,1,"Agroclimatologie","PTC 110"
"UNIQ","FSAE","Agro-Environnement",3,1,"Introduction à la Génétique","BIO 123"
"UNIQ","FSAE","Agro-Environnement",3,1,"Méthodologie Générale","FGB 103"
"UNIQ","FSAE","Agro-Environnement",3,1,"Principes d'Anatomie et de Physiologie Animales","ZOO 121"
"UNIQ","FSAE","Agro-Environnement",3,1,"Principes de Zootechnie","ZOO 140"
"UNIQ","FSAE","Agro-Environnement",3,1,"Techniques d'expression créole","FGB 101"
"UNIQ","FSAE","Agro-Environnement",3,2,"Fonctions des Exploitations Agricoles","PTC 154"
"UNIQ","FSAE","Agro-Environnement",3,2,"Géographie Economique","ECO 103"
"UNIQ","FSAE","Agro-Environnement",3,2,"Hydrologie Générale","HYD 201"
"UNIQ","FSAE","Agro-Environnement",3,2,"Physiologie Végétale","PTC 130"
"UNIQ","FSAE","Agro-Environnement",3,2,"Principes d'Agronomie","PTC 140"
"UNIQ","FSAE","Agro-Environnement",3,2,"Principes de Gestion","ADM 111"
"UNIQ","FSAE","Agro-Environnement",3,2,"Sociologie Rurale","DER 110"
"UNIQ","FSAE","Agro-Environnement",4,1,"Controle Intégré des Animaux Ravageurs","PTC 231"
"UNIQ","FSAE","Agro-Environnement",4,1,"Droit de l'Environnement","ENV 223"
"UNIQ","FSAE","Agro-Environnement",4,1,"Ecologie appliquée","ENV 213"
"UNIQ","FSAE","Agro-Environnement",4,1,"Eléments de Télédétection","ENV 211"
"UNIQ","FSAE","Agro-Environnement",4,1,"Gestion de Projet","ADM 236"
